Company Name,Ticker,Market Cap (mil),Avg Volume,Last Close,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),Zacks Industry Rank,Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),Operating Margin 12 Mo %,Net Margin %,Current ROE (TTM),52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Zacks Rank,Industry,Sector
"Iridium Communications","IRDM","4763.04","2569937","45.05","-1.23","-.51","51.79","159.21","227","4.93","8.87","890.13","220.848","12.05","12.05","22.76","52.07","15.84","80.62","139.13","3","Satellite and Communication","Computer and Technology"
"IREN Limited","IREN","20767.28","46239032","58.11","12.79","10.24","40.26","53.85","109","165.43","","744.98297","175.18699","-42.78","20.9","-13.13","76.41","9.77","72.54","41.94","4","Financial - Miscellaneous Services","Finance"
"Iron Mountain","IRM","37321.49","1259907","125.44","1.69","-.29","24.78","51.22","29","12.23","10.9","7919.88476","1966.16003","9.16","3.76","-91.56","132.06","78.86","87.56","39.51","3","Business - Information Services","Business Services"
"Independence Realty Trust","IRT","3767.22","2898898","15.98","-5.89","-4.31","6.46","-8.58","173","2.76","22.41","679.10101","168.94999","7.27","7.27","1.35","18.11","14.76","36.42","-15.66","3","REIT and Equity Trust - Residential","Finance"
"Intuitive Surgical","ISRG","142437.2","2313230","402.18","-2.39","-10.43","-14.43","-28.99","155","20.51","15.25","11722.68847","2805.93994","32.88","28.15","15.98","592.85","402.18","0","-34.49","2","Medical - Instruments","Medical"
"Gartner","IT","8943.43","1561513","133.58","-13.77","-15.7","-11.08","-47.05","195","3.13","8.44","6423.97998","1646.97204","15.41","11.44","161.39","409.12","133.58","0","-51.15","3","Consulting Services","Business Services"
"Illinois Tool Works","ITW","75409.05","1295245","262.11","4.77","4.52","-1.63","6.42","80",".92","2.31","16584.20703","4180.35693","19.32","19.32","97.36","299.6","240.62","36.44","-1.82","3","Manufacturing - General Industrial ","Industrial Products"
"iShares Core S&P 500 ETF","IVV","796783.44","11071947","742.61","1.88","-.29","12.56","8.42","110","","","","","","","","763.06","596.66","87.71",".02","","Financial - Investment Funds","Finance"
"Invesco","IVZ","12762.51","4604608","28.79","4.84","6.71","18.19","9.59","210","5.11","-1.54","5124.98486","1270.87695","25.85","-6.11","11.34","29.44","14.52","95.64","1.11","3","Financial - Investment Management","Finance"
"iShares Russell 1000 Value ETF","IWD","76104.31","1841780","240.38","2.18","2.81","11.87","14.28","110","","","","","","","","243.78","188.77","93.82","5.43","","Financial - Investment Funds","Finance"
"iShares Russell 1000 Growth ETF","IWF","125369.6","4809005","121.6","1.6","-2.45","12.54","2.77","110","","","","","","","","128.77","100.79","74.37","-5.19","","Financial - Investment Funds","Finance"
"iShares Russell 2000 ETF","IWM","81209.89","27927254","289.88","2.78","3.58","15.11","17.76","110","","","","","","","","294.64","208.55","94.47","8.64","","Financial - Investment Funds","Finance"
"iShares Russell Mid-Cap ETF","IWR","55308.29","1837559","107.52","2.02","2.95","9.65","11.69","110","","","","","","","","109.43","89.15","90.58","3.04","","Financial - Investment Funds","Finance"
"iShares U.S. Energy ETF","IYE","1589.91","1793986","57.71","-6.41","-8.8","-10.04","21.42","110","","","","","","","","66.2","44.83","60.27","12.02","","Financial - Investment Funds","Finance"
"iShares U.S. Real Estate ETF","IYR","4744.23","6006148","100.62","-2.8","-1.75","7.63","7.17","110","","","","","","","","104.37","92.61","68.11","-1.13","","Financial - Investment Funds","Finance"
"JACOBS SOLUTNS","J","14506.24","1182052","122.85",".9","7.93","-5.48","-7.26","191","4.6","-2.71","14347.15039","3616.33007","6.01","2.92","22.29","164.44","107.27","27.25","-14.44","3","Building Products - Miscellaneous","Construction"
"Jade Biosciences, Inc.","JBIO","832.7","1169445","16.87","10.55","-27.72","20.93","9.33","153","","","","","","","-51.34","26.85","6.77","50.3",".87","4","Medical - Biomedical and Genetics","Medical"
"Jabil","JBL","39561.38","1185316","374.98","6.42","8.64","32.39","64.45","68","3.18","-1.08","34177.72656","8981.44531","3.85","2.57","83.93","385.63","180.82","94.8","51.72","2","Electronics - Manufacturing Services","Computer and Technology"
"JBS N.V.","JBS","9483.14","8819618","12.22","1.58","-5.27","-22.41","-15.26","209","11.66","","92625.35156","23078.50585","2.04","1.98","19.28","18.42","11.62","8.82","-21.82","5","Food - Miscellaneous","Consumer Staples"
"Johnson Controls International","JCI","87624.8","3778848","143.62","3.06","4.26","4.47","19.93","203","2.81",".13","25283.38476","6462.91601","11.33","14.45","19.5","147.75","102.25","90.92","10.65","2","Building Products - Wood","Construction"
"JD.com","JD","34838.92","7428705","27.91","-1.9","-14.02","-6.18","-2.75","110","17.91","5.46","204154.40625","52832.43359","1.63","1.04","5.9","36.17","25.4","23.31","-10.28","3","Internet - Commerce","Retail-Wholesale"
"Jefferies Financial Group","JEF","12650.27","1556587","61.88","6.87","19.92","56.1","-.15","109","53.86","5.68","8447.89257","2110.23999","10.64","6.61","7.83","70.36","36.02","75.31","-7.88","3","Financial - Miscellaneous Services","Finance"
"Janus Henderson Group","JHG","7973.41","1851173","51.75",".06","-.1",".64","8.79","210","25.23","1.73","2910","735.94","23.53","24.33","14.59","53.21","36.31","91.36",".36","3","Financial - Investment Management","Finance"
"James Hardie Industries","JHX","14269.94","7939227","24.59","11.72","19.43","26.43","18.51","191","24.71","5.41","5574.08007","1348.99304","12.32","2.15","11.13","29.66","16.69","60.91","9.33","5","Building Products - Miscellaneous","Construction"
"Jack Henry & Associates","JKHY","8825.93","1743072","124.22","-2.64","-11.16","-21.08","-31.93","167","7.21","7.34","2527.7871","628.29797","20.64","20.64","24.03","192.6","124.22","0","-37.2","2","Computers - IT Services","Computer and Technology"
"Johnson & Johnson","JNJ","563770.19","7095437","234.2","-1.8","2.13","-2.39","13.17","97","6.05","-.51","100499.51562","25039.09765","27.11","21.83","32.6","248.56","149.79","85.46","4.4","3","Large Cap Pharmaceuticals","Medical"
"State Street SPDR Bloomberg High Yield Bond ETF","JNK","7730.39","2847929","96.06",".34","-.06",".53","-1.18","110","","","","","","","","98.19","94.66","39.66","-8.84","","Financial - Investment Funds","Finance"
"JPMorgan Chase & Co.","JPM","893509.81","8677252","333.46","7.87","10.43","12.88","3.49","84",".52","24.33","195446.09375","48012.09375","31.98","20.66","17.54","334.61","269.52","98.23","-4.53","2","Financial - Investment Bank","Finance"
"KB Home","KBH","3284.02","1054432","52.42",".5","11.41",".58","-7.07","217","-10.01","3.35","5024.10205","1293.10705","6.36","5.96","9.63","67.97","45.04","32.19","-14.27","4","Building Products - Home Builders","Construction"
"KBR","KBR","4300.71","1665637","33.92","-.88","4.92","-10.12","-15.62","80",".57","4.08","8089.85009","1866.96704","6.68","5.21","33.92","53.11","30.06","16.75","-22.16","3","Engineering - R and D Services","Construction"
"Kingsoft Cloud","KC","3145.06","1546403","10.41","-5.96","-25.43","-29.66",".68","84","28.16","-1.97","","","-5.82","-9.38","-11.67","18.21","10.34",".89","-7.12","2","Internet - Software","Computer and Technology"
"Kyndryl Holdings, Inc.","KD","2524.92","3801775","11.45","1.78","-5.61","-9.49","-56.89","173",".23","-5.12","15039","3689.67309","2.26","1.31","20.43","43.41","10.59","2.62","-60.23","5","Technology Services","Business Services"
"Keurig Dr Pepper","KDP","42027.68","12076860","30.89","-2.56","7.67","17.14","10.28","62","8.16","6.56","26196.66406","7173.71679","16.28","10.81","10.51","35.2","25.3","56.47","1.74","3","Beverages - Soft drinks","Consumer Staples"
"Korea Electric Power","KEP","16935.01","1100764","13.19","10.84","3.29","-15.88","-20.06","154",".15","8.15","65858.60156","14902.40039","8.98","8.96","18.43","23.26","10.38","21.82","-26.25","3","Utility - Electric Power","Utilities"
"KeyCorp","KEY","24503.5","11781619","22.6","2.82","5.56","13","9.5","28","21.57","9.12","8035.18212","1981.99694","24.65","17.03","10.8","23.21","15.73","91.85","1.02","2","Banks - Major Regional","Finance"
"Keysight Technologies","KEYS","59933.01","1523077","350.7","8.24","2.52","19.64","72.6","16","7.95","1.64","6920.41406","1748.90002","24.66","17.25","21.58","366.68","158.51","92.32","59.23","1","Electronics - Measuring Instruments","Computer and Technology"
"Kinross Gold","KGC","32534.15","8113515","27.28","15.3","-4.68","-6","-3.13","164","36.95","16.08","9391.9121","2283.3999","34.34","35.99","32.47","38.07","14.87","53.49","-10.63","3","Mining - Gold","Basic Materials"
"Kodiak Gas Services, Inc.","KGS","5907.71","1500434","66.55",".09","-9.27","12.57","77.94","110","12.83","","1514.25","382.92498","12.35","5.13","13.12","75.89","31.1","79.15","64.16","3","Oil and Gas - Mechanical and and Equipment","Oils-Energy"
"Kraft Heinz Company","KHC","27510.04","12975261","23.2","-3.53","-1.4","7.86","-4.33","209","-3.5","-.9","24427.6582","6124.24511","12.11","-23.05","7.26","28.94","21.21","25.74","-11.74","3","Food - Miscellaneous","Consumer Staples"
"Kimco Realty","KIM","16515.81","5474903","24.49","-3.51","2.86","9.28","20.82","91","5.06","12.43","2191.12402","543.81402","28.54","28.54","5.82","25.91","19.78","76.83","11.46","3","REIT and Equity Trust - Retail","Finance"
"KKR & Co.","KKR","87246.31","3988096","97.17","2.26","3","9.29","-23.78","210","-11.04","18.84","6201.15478","1526.73498","81.38","13.94","5.42","152.16","83.88","19.46","-29.68","3","Financial - Investment Management","Finance"
"KLA","KLAC","311847.06","11462340","238.73","11.78","30.49","54.64","96.47","65","23.89","10.95","13515.91308","3591.97192","36.79","35.66","91.89","256.42","84.39","89.72","81.26","3","Electronics - Miscellaneous Products","Computer and Technology"
"Klarna Group plc","KLAR","6742.29","5236797","17.86","13.18","11","37.81","-38.22","62","24.83","","4437.47705","987.88299","-5.21","-5.21","-7.62","45.82","12.27","16.66","-43.01","2","Financial Transaction Services","Business Services"
"KimberlyClark","KMB","33681.99","4205122","101.47","-.11","4.02","2.12",".57","110","-18","-1.94","16959.20117","4261.12109","14.8","12.8","152.79","136.77","93.05","19.26","-7.21","3","Consumer Products - Staples","Consumer Staples"
"Kinder Morgan","KMI","69703.8","8792802","31.33","-1.6","-6.73","-7.8","13.97","59","12.17","-.32","18167.61132","4291.104","18.24","18.92","9.9","34.31","25.84","64.82","5.14","2","Oil and Gas - Production and Pipelines","Oils-Energy"
"Kemper","KMPR","1479.51","1119441","25.13","1.66","-14.81","-17.25","-38.01","107","3.26","-5.33","4907.35009","1234.19995","2.79",".89","4.8","65.14","22.9","5.28","-42.81","5","Insurance - Multi line","Finance"
"Kennametal","KMT","2771","1253309","36.36","9.19","1.68","-.03","27.98","110","-3.91","1.04","2339.97192","719.89001","6.97","6.41","11.02","43.27","19.97","70.34","18.07","3","Manufacturing - Tools & Related Products","Industrial Products"
"CarMax","KMX","6726.56","3635088","47.43","-2.21","27.06","13.25","22.75","179","-1.79","-2.76","26362.05468","6887.47412","1.53",".84","6.64","71.57","30.88","40.67","13.24","3","Automotive - Retail and Wholesale - Parts","Retail-Wholesale"
"KnightSwift Transportation","KNX","11863.69","4402222","73.01","-7.87","2.83","29.59","39.65","48",".8","5.7","7997.37109","2000.53503","2.32",".45","2.94","82.45","38.94","78.3","28.84","2","Transportation - Truck","Transportation"
"Coca-Cola","KO","343897.41","15884448","79.93","-4.38","-1.99","6.22","14.33","62","1.87","5.67","49326.77343","13054.83203","27.48","27.8","40.55","83.59","65.67","79.58","5.48","2","Beverages - Soft drinks","Consumer Staples"
"The Kroger Co.","KR","37873.03","7613770","61.82","-4.1","-9.99","-12.14","-1.06","215",".35","2.09","150314.78125","34529.79296","2.17",".69","41.08","75.6","59.28","15.56","-8.72","3","Retail - Supermarkets","Retail-Wholesale"
"Kilroy Realty","KRC","4203.48","1598258","36.15","-5.91","5.55","26.93","-3.26","73","-2.02","3.88","1082.75598","274.84799","19.59","19.59","3.89","44.44","27.72","50.42","-10.76","3","REIT and Equity Trust - Other","Finance"
"Kite Realty Group Trust","KRG","5732.57","1753520","28.23","-2.12","6.45","16.36","17.77","91",".3","21.2","815.62799","203.71499","34.74","34.74","9.21","29.22","20.94","88.04","8.65","3","REIT and Equity Trust - Retail","Finance"
"Karman Holdings Inc.","KRMN","6895.34","3649007","52.03","13.43","-20.88","-47.76","-28.89","73","36.57","","730.427","179.91","10.86","5.73","14.94","115.29","44.91","10.12","-34.4","3","Aerospace - Defense Equipment","Aerospace"
"Kohl's","KSS","1881.31","6175546","16.59","4.54","35.87","30.63","-18.72","68","-4.28","-4.8","15381.1748","3500.23706","1.2","1.76","4.67","24.71","8.1","51.11","-25.01","3","Retail - Regional Department Stores","Retail-Wholesale"
"KT","KT","8804.84","1897985","18.26","-.92","-1.19","-16.28","-3.74","225","2.63","-2.05","19424.77929","","5.51","5.51","8.04","24.54","17.67","8.59","-11.2","4","Wireless Non-US ","Computer and Technology"
"Kratos Defense & Security Solutions","KTOS","10531.12","4321394","56.16","2.44",".61","-29.78","-26.02","73","18.53","12.96","1748.125","412.50799","7.1","2.08","2.82","130.72","40.77","17.11","-31.75","3","Aerospace - Defense Equipment","Aerospace"
"Kenvue Inc.","KVUE","34579.36","18421820","18.01","-.22","3.98","1.98","4.41","110","-2.14","-.22","15602.39648","3989.2019","14.54","10.61","20.81","22.84","14.11","44.67","-3.68","2","Consumer Products - Staples","Consumer Staples"
"Klaviyo, Inc.","KVYO","4028.31","6264546","13.46","-7.24","-10.92","-25.84","-58.55","84","31.63","","1517.06994","361.52999","17.45","-.66","4.16","35.92","13.46","0","-61.76","2","Internet - Software","Computer and Technology"
"nLight","LASR","3641.18","1030336","64.55","2.95","-9.47","-10.04","72.09","58","31.62","-3.3","301.67498","78.51799","9.26","-5.08","-4.18","84.95","17.4","69.8","58.76","3","Electronics - Semiconductors","Computer and Technology"
"Laureate Education","LAUR","5044.82","1136632","36.04","-1.23","7.26","1.87","7.04","51","8.64","11.37","1923.69604","608.69","13.98","16.08","22.07","37.95","22.4","87.72","-1.25","3","Schools","Consumer Discretionary"
"Lazard, Inc.","LAZ","4824.89","1854599","43.2","4.45","-8.47","5.62","-11.04","109","1.54",".09","3383.69091","799.97198","8.26","8.47","29.3","57.75","39.11","21.94","-17.93","4","Financial - Miscellaneous Services","Finance"
"Liberty Broadband","LBRDK","4429.77","2031494","30.87","-4.25","-8.75","-39.4","-36.48","231","3.57","","","","","","-30.25","100.8","30.16","1.01","-41.4","","Cable Television","Consumer Discretionary"
"LIBERTY ENERGY","LBRT","4433.91","3079691","27.17","-3.75","-16.96","-5.66","47.18","177","-7.16","15.3","4262.85498","1085.04797",".71","3.71","1.41","33.93","10.02","71.73","35.78","3","Oil and Gas - Field Services","Oils-Energy"
"Liberty Global Ltd","LBTYA","3857.69","1552056","11.41","-3.14","-3.88","-7.08","2.42","194","12.36","-15.47","5055.77099","1316.05004","-109.64","-109.64","-47.65","13.03","9.7","51.35","-5.51","3","Diversified Communication Services","Utilities"
"Liberty Global Ltd","LBTYK","3688.64","1257023","10.91","-4.05","-5.54","-8.93","-1.18","110","12.36","-15.47","","","-109.64","-109.64","-47.65","12.67","9.97","34.81","-8.83","","Broadcast Radio and Television","Consumer Discretionary"
"LendingClub","LC","2169.75","1954390","18.81","9.23","18.45","29.37","-.69","109","26.92","3.19","1041.96704","258.98999","16.99","16.99","11.92","21.58","11","73.82","-8.38","2","Financial - Miscellaneous Services","Finance"
"Leidos","LDOS","13669.11","1342182","108.67","-10.7","-12.64","-31.6","-39.76","167","3.07","6.3","18029.86914","4364.41699","9.06","8.15","31.92","199.55","108.67","0","-44.43","3","Computers - IT Services","Computer and Technology"
"Leggett & Platt","LEG","1469.38","2344362","10.77","5.48","10.12","6.63","-2.09","52","-7.49","-5.41","3849.74291","984.45001","3.11","5.69","12.62","12.89","8.08","55.92","-9.67","5","Furniture","Consumer Discretionary"
"Legend Biotech","LEGN","6226","2701058","33.52","-3.84","19.2","90.46","54.19","153","64.04","85.48","1437.74804","361.98901","-21.98","-21.98","-24.92","44.32","16.65","60.97","42.25","3","Medical - Biomedical and Genetics","Medical"
"Lennar","LEN","21359.42","2767238","86.48","-3.75","-.95","-6.19","-15.88","217","-3.54","4.83","32617.14257","8584.75781","4.79","4.93","7.08","142.4","82.3","6.96","-22.39","5","Building Products - Home Builders","Construction"
"Levi Strauss & Co.","LEVI","8995.71","2167520","23.39","1.92","9.61","26.57","12.78","88","-1.15","2.87","6677.26318","1595.46997","8.52","9.52","25.35","24.66","17.44","82.41","4.04","2","Retail - Apparel and Shoes","Retail-Wholesale"
"Legence Corp.","LGN","9195.11","1033608","85.11","5.48","3.21","52.5","97.75","80","21.53","","4205.68017","1058.61499","","","","102.27","29.72","76.35","82.43","3","Engineering - R and D Services","Construction"
"L3Harris Technologies","LHX","58341.99","1035287","313.17","3.36","1.3","-11.04","6.68","103","2.53","6.26","23480.31445","5753.49316","9.25","7.71","10.65","378.48","246.65","50.46","-1.58","3","Aerospace - Defense","Aerospace"
"Li Auto","LI","14504.72","5012440","13.58","-.8","-16.07","-24.89","-19.79","167","-18.85","52.93","18614.95507","3725.20996","-1.72","-1.72","-2.58","31.8","13.58","0","-26","4","Automotive - Foreign","Auto-Tires-Trucks"
"Linde PLC","LIN","238501.84","2327505","515.85","1.31","1.82","4.78","20.98","88","2.97","2.21","35853.24609","8912.63281","22.83","20.44","19.8","523.57","389.38","94.25","11.61","3","Chemical - Specialty","Basic Materials"
"Lionsgate Studios Corp.","LION","4461.23","4096363","15.35","12.13","21.83","60.06","68.13","95","-17.64","","3322.19995","704.23297","-1.12","-7.54","","16.36","5.59","90.62","55.11","2","Media Conglomerates","Consumer Discretionary"
"Lumentum","LITE","67684.45","5565857","869.98","1.96",".22","11.94","136.03","19","21.03",".9","2992.04492","986.69299","20.87","17.61","24.81","1053.09","85.78","81.07","117.75","1","Communication - Components","Computer and Technology"
"Luckin Coffee","LKNCY","8801.56","1075646","30.69","1.29","-5.86","-8.99","-8.39","62","48.92","50.79","8810.74023","2242.59008","7.99","6.74","25.48","43.03","30.18","3.97","-15.48","2","Beverages - Soft drinks","Consumer Staples"
"LKQ","LKQ","6374.87","2573646","25.02","-1.77","-3.25","-15.16","-17.15","110","-4.9","2.57","13912.65039","3501.91796","5.47","3.71","11.65","39.21","24.54","3.27","-23.57","3","Automotive - Replacement Parts","Auto-Tires-Trucks"
"Eli Lilly","LLY","1047216.44","3046552","1112","-2.14","9.14","21.36","3.47","97","44.7","22.24","84432.86718","20441.91015","36.58","34.98","105.77","1160.95","625.65","90.86","-4.54","3","Large Cap Pharmaceuticals","Medical"
"Lemonade","LMND","4400.29","1386472","57.28","2.54","-.14","-14.65","-19.53","107","40.15","55.42","1202.54003","289.00399","-16.44","-16.44","-26.52","96.57","36.28","34.83","-25.76","3","Insurance - Multi line","Finance"
"Lockheed Martin","LMT","122733.63","1106191","532.32","1.39","1.86","-14.72","10.06","103","5.64","3.02","78815.21093","19407.58984","8.7","6.38","101.64","676.7","410.74","45.71","1.54","3","Aerospace - Defense","Aerospace"
"Lincoln National","LNC","7149.46","1554694","37.39","3.26","5.38","4.06","-16.03","110","-1.25","-2.16","19511.46875","4857.95703","8.71","9.17","18.07","46.46","32.59","34.61","-22.54","3","Insurance - Life Insurance","Finance"
"Cheniere Energy","LNG","48492.4","2002982","231.41","-4.3","-5.03","-18.63","19.04","108","27.21",".56","22111.78125","4922.82324","21.1","7.23","38.95","296.91","188.83","39.4","9.83","3","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Alliant Energy","LNT","18807.73","2282466","72.82","-.25",".44","4.37","12.01","154","9.57","3.26","4545.04003","1002.09997","18.78","18.58","11.37","74.06","60.01","91.17","3.34","3","Utility - Electric Power","Utilities"
"Logitech International","LOGI","15529.63","1117444","105.94","-2.92","2.08","12.81","5.71","179","6.28","-4.62","4962.10595","1187.54699","17.69","14.69","34.09","126.69","83.66","51.78","-2.48","3","Computer - Peripheral Equipment","Computer and Technology"
"Lowe's Companies","LOW","121824.84","2857074","217.27",".5","-1.71","-8.01","-9.91","229","3.12","-3.37","93092.80468","26245.01562","7.87","7.51","-67.96","287.39","206.64","13.16","-16.88","3","Retail - Home Furnishings","Retail-Wholesale"
"LPL Financial","LPLA","24354.78","1067537","304.5","5.3","7.28","1.27","-14.75","84","37.18","21.12","20560.6914","5001.70996","9.12","4.93","31.26","399","265.86","29.02","-21.35","3","Financial - Investment Bank","Finance"
"LightPath Technologies","LPTH","916.72","4129901","14.6","2.24","6.96","22.18","35.19","65","17.26","5.14","","","-12.64","-37.38","-15.55","18.15","2.93","76.68","24.72","3","Electronics - Miscellaneous Components","Computer and Technology"
"iShares iBoxx $ Investment Grade Corporate Bond ETF","LQD","30890.68","23179500","108.77",".56",".76",".04","-1.29","110","","","","","","","","112.92","107.12","28.45","-8.93","","Financial - Investment Funds","Finance"
"Liquidia Corporation","LQDA","6104.91","1819187","68.65","5.21","11.14","87.52","99.04","153","1031.18","54.99","658.23999","165.24499","7.74","7.74","46.82","71.8","12","94.73","83.63","1","Medical - Biomedical and Genetics","Medical"
"Lam Research","LRCX","467938.66","10123531","374.18","16.28","28.1","60.28","118.59","58","23.68","3.53","23108.79101","6654.00488","31.14","30.94","66.21","388.92","90.49","95.06","101.66","2","Electronics - Semiconductors","Computer and Technology"
"Lattice Semiconductor","LSCC","19161.92","1794049","139.86","5.66",".81","38.86","90.08","58","2.72","-.53","720.76098","177.85","29.87","3.46","8.48","154.6","47.86","86.19","75.36","1","Electronics - Semiconductors","Computer and Technology"
"Life Time Group Holdings","LTH","7699.83","2343598","34.59","3.56","4.63","30.92","30.14","184","14.28","20.76","3330.55004","843.66699","11.43","12.56","10.1","34.87","24.59","97.28","20.06","2","Leisure and Recreation Services","Consumer Discretionary"
"lululemon athletica","LULU","13262.55","4252674","111.76","-6.03","-10.73","-29.59","-46.22","97","4.86","16.17","11158.6621","2486.333","13.03","13.03","31.26","247.68","111.76","0","-50.39","5","Textile - Apparel","Consumer Discretionary"
"Intuitive Machines, Inc.","LUNR","4930.72","16961472","22.72","-14.38","-32.52","10.56","39.99","103","-7.87","54.75","928.34002","219.313","-15","-32.69","","45.7","8.05","38.96","29.15","4","Aerospace - Defense","Aerospace"
"Southwest Airlines","LUV","22806.18","6205985","46.66","12.7","17.53","16.1","12.9","201","2.11","17.5","32863.9375","8571.9746","2.83","2.83","10.66","54.8","29.06","68.38","4.15","3","Transportation - Airline","Transportation"
"Las Vegas Sands","LVS","31892.74","3697079","48.13","-5.27","-3","-11.15","-26.06","167","15.22","37.18","14143.99707","3397.89794","16.55","13.41","118.27","69.49","41.68","23.19","-31.78","3","Gaming","Consumer Discretionary"
"Lamb Weston","LW","6080.73","1244926","44.04","-.2","4.96","5.38","5.13","209","-.25","15.23","6362.64208","1613.45104","6.48","4.61","23.77","66.57","38.48","19.79","-3.01","3","Food - Miscellaneous","Consumer Staples"
"LyondellBasell Industries","LYB","19951.33","4919721","61.81","-5.13","-13.31","-19.93","42.75","101","-25.18","-7.85","33751.9414","8802.52343","2.04","-2.68","5.68","82.38","42.28","48.7","31.69","1","Chemical - Diversified ","Basic Materials"
"Lyft","LYFT","5372.51","12990502","14.15","5.68","5.99","6.71","-26.95","164","9.16","20.46","7296.06298","1805.427","3.2","43.82","-2.09","24.57","12.65","12.58","-32.61","3","Internet - Services","Computer and Technology"
"Live Nation Entertainment","LYV","40401.04","2108648","171.52","2.4","4.31","10.72","20.36","68","8.83","52.16","27639.38281","7566.16015","1.54",".15","45.92","175.85","125.61","91.38","11.04","3","Film and Television Production and Distribution","Consumer Discretionary"
"Macy's","M","6283.98","7371344","23.89","3.15","19.45","29.14","8.34","68","-1.67","-.98","21737.42968","4803.17675","2.89","2.94","13.68","25.37","10.64","89.95","-.05","3","Retail - Regional Department Stores","Retail-Wholesale"
"Mastercard","MA","435598","3512284","492.99",".8","-1.01","-1.94","-13.64","62","16.42","14.66","36989.04687","9060.92773","47.47","45.88","212.96","598.96","471.55","16.83","-20.33","3","Financial Transaction Services","Business Services"
"The Macerich Company","MAC","6521.87","3175142","23","-5.81","2.54","22.27","24.59","91","10.43","4.65","973.21801","242.373","-17.75","-18.22","-6.95","25.45","15.81","74.58","14.94","3","REIT and Equity Trust - Retail","Finance"
"Marriott International","MAR","104054.16","1381155","394.61","2.17","6.72","20.75","27.19","167","4.33","18.51","28008.60937","7243.91406","10.62","9.72","-80.97","402.54","255.35","94.61","17.34","3","Hotels and Motels","Consumer Discretionary"
"Marathon Digital","MARA","5307.29","36668844","13.92","10.3","5.86","68.12","55.01","109","38.2","78.44","822.81799","203.962","-104.93","-234.83","-23.2","22.84","6.73","44.63","43.01","3","Financial - Miscellaneous Services","Finance"
"Masco","MAS","14649.96","2174089","72.62","2.47","8.91","18.04","14.43","191","-3.4","-2.6","7774.41992","2091.69189","11.17","10.9","815.2","77.82","58.6","72.94","5.57","2","Building Products - Miscellaneous","Construction"
"Mattel","MAT","3972.5","3784135","13.67","-6.94","-8.19","-8.07","-31.1","52","-.59","-.47","5629.88183","1094.90197","7.61","9.27","18.67","22.16","13.67","0","-36.43","3","Toys - Games - Hobbies","Consumer Discretionary"
"iShares MBS ETF","MBB","39465.61","2306447","94.19",".3",".46","-.57","-1.08","110","","","","","","","","96.91","92.42","39.42","-8.74","","Financial - Investment Funds","Finance"
"McDonald's","MCD","201655.78","4095290","283.82",".46","1.27","-8.94","-7.14","203","3.72","4.26","28421.46093","7152.958","32.22","31.62","-442.1","341.06","272.72","16.24","-14.33","4","Retail - Restaurants","Retail-Wholesale"
"Microchip Technology","MCHP","51015.08","11190661","94.11","7.05",".1","44.43","47.69","5","7.08","-10.19","6198.03906","1444.76501","20.41","4.88","10.87","102.92","49.02","83.65","36.26","1","Semiconductor - Analog and Mixed","Computer and Technology"
"McKesson","MCK","91297.23","1074152","779.8","-1.35","3.33","-11.36","-4.94","75","12.36","11.31","432830.03125","104385.29687","1.2","1.18","-345.35","995.69","659.01","35.88","-12.3","3","Medical - Dental Supplies","Medical"
"MongoDB","MDB","26919.76","2785360","334.69","-3.9","1.69","35.76","-20.25","84","22.79","29.75","2938.30004","729.61499","17.55","-1.12","-1.39","440.6","201","55.8","-26.43","3","Internet - Software","Computer and Technology"
"Medline Inc.","MDLN","47844.52","14223792","36.42","-.33",".47","-14.65","-13.29","160","11.47","","31059.35351","7485.14111","","","","49.99","33.19","19.23","-20","3","Medical - Products","Medical"
"Mondelez International","MDLZ","78122.93","7495720","60.86","-5.17","-1.58","5.97","13.06","209","5.75","7.59","39899.66406","9272.58496","9.37","6.64","14.14","70.75","51.51","48.6","4.3","3","Food - Miscellaneous","Consumer Staples"
"Medtronic","MDT","100322.77","11144605","78.14","-2.63","-.01","-11.09","-18.66","160","8.43","2.8","38663.22656","9481.05175","19.58","13.2","14.61","105.35","73.75","13.89","-24.95","4","Medical - Products","Medical"
"MDU Resources Group","MDU","4276.31","1730414","20.89","-1.18","-5.05","1.65","7.02","191","6.66","-22.81","1968.99499","399.86999","10.51","10.47","6.82","22.8","15.85","72.52","-1.27","4","Utility - Gas Distribution","Utilities"
"MetLife","MET","55239.05","3591200","85.85","-.33","4.05","21.96","8.75","107","8.59","1.39","79006.44531","19375.02148","8.04","4.66","22.6","88.84","67.7","85.86",".33","3","Insurance - Multi line","Finance"
"Meta Platforms","META","1435725.13","17704932","567.58","-.6","-6.19","-4.59","-14.02","84","22.17","15.04","253283.78125","60134.57812","36.51","32.84","36.93","790","525.72","15.84","-20.67","3","Internet - Software","Computer and Technology"
"Ramaco Resources","METC","946.99","1398107","14.53","1.75","10.08","4.38","-19.28","233","-19.46","18.44","627.09802","142.12199","-11.52","-11.52","-13.44","54.55","9.98","10.21","-25.53","3","Coal","Oils-Energy"
